k141_1814462	497727	species	Candidatus Nitrososphaera gargensis	1	1	1	1.000	unknown;Thaumarchaeota;Nitrososphaeraceae	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrososphaera;s_Candidatus Nitrososphaera gargensis
k141_2621739	651137	phylum	Thaumarchaeota	13	12	11	0.880	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_203620	651137	phylum	Thaumarchaeota	4	4	4	1.000	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2422241	2157	superkingdom	Archaea	10	10	8	0.750	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_2825554	651137	phylum	Thaumarchaeota	7	7	5	0.670	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_3531	651137	phylum	Thaumarchaeota	7	7	4	0.660	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2424265	2157	superkingdom	Archaea	4	4	3	0.680	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_2425607	1033997	family	Nitrososphaeraceae	5	4	3	0.680	unknown;Thaumarchaeota;Nitrososphaeraceae	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae
k141_2022930	2157	superkingdom	Archaea	5	5	4	0.800	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_1820651	651137	phylum	Thaumarchaeota	14	14	9	0.590	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_1932451	1783275	clade	TACK group	3	3	3	1.000	unknown;unknown;unknown	-_cellular organisms;d_Archaea;-_TACK group
k141_1126511	651137	phylum	Thaumarchaeota	13	13	7	0.600	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2538769	651137	phylum	Thaumarchaeota	10	9	7	0.670	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_3141758	651137	phylum	Thaumarchaeota	11	9	6	0.630	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_320672	651137	phylum	Thaumarchaeota	4	4	3	0.670	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_1129045	1778601	genus	Apibacter	2	2	1	0.500	unknown;Bacteroidetes;Weeksellaceae	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Apibacter
k141_1936570	651137	phylum	Thaumarchaeota	27	26	15	0.570	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2338968	651137	phylum	Thaumarchaeota	13	12	7	0.600	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_1132036	651137	phylum	Thaumarchaeota	6	5	4	0.560	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2139456	2157	superkingdom	Archaea	11	11	6	0.550	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_689607	1	no rank	root	4	3	3	1.000	unknown;unknown;unknown	-_root
k141_2301480	1	no rank	root	5	5	5	1.000	unknown;unknown;unknown	-_root
k141_1291936	651137	phylum	Thaumarchaeota	7	6	3	0.500	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_3109919	651137	phylum	Thaumarchaeota	20	18	12	0.710	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_894452	651137	phylum	Thaumarchaeota	15	11	7	0.560	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_87963	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_896211	1	no rank	root	5	5	5	1.000	unknown;unknown;unknown	-_root
k141_289815	0	no rank	unclassified	1	0	0	0.000		
k141_896718	2157	superkingdom	Archaea	28	27	15	0.600	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_2911317	651137	phylum	Thaumarchaeota	10	8	5	0.630	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2031500	651137	phylum	Thaumarchaeota	18	18	14	0.730	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_2031551	1	no rank	root	8	7	7	1.000	unknown;unknown;unknown	-_root
k141_2233040	1	no rank	root	11	11	11	1.000	unknown;unknown;unknown	-_root
k141_2435192	651137	phylum	Thaumarchaeota	7	6	4	0.600	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_1025617	2157	superkingdom	Archaea	5	5	4	0.760	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_2438406	651137	phylum	Thaumarchaeota	6	6	3	0.510	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_624738	2157	superkingdom	Archaea	3	3	3	1.000	uc_Archaea;uc_Archaea;uc_Archaea	-_cellular organisms;d_Archaea
k141_3043270	651137	phylum	Thaumarchaeota	8	8	4	0.570	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_827907	1033997	family	Nitrososphaeraceae	2	2	1	0.500	unknown;Thaumarchaeota;Nitrososphaeraceae	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae
k141_2842926	1033997	family	Nitrososphaeraceae	6	6	3	0.500	unknown;Thaumarchaeota;Nitrososphaeraceae	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae
k141_2269067	651137	phylum	Thaumarchaeota	6	6	3	0.500	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_3077029	651137	phylum	Thaumarchaeota	3	3	2	0.670	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_1466268	497726	genus	Nitrososphaera	4	4	2	0.500	unknown;Thaumarchaeota;Nitrososphaeraceae	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrososphaera
k141_2475278	651137	phylum	Thaumarchaeota	5	3	3	1.000	unknown;Thaumarchaeota;uc_Thaumarchaeota	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota
k141_256918	1	no rank	root	17	16	16	1.000	unknown;unknown;unknown	-_root
k141_2071982	497726	genus	Nitrososphaera	3	2	1	0.500	unknown;Thaumarchaeota;Nitrososphaeraceae	-_cellular organisms;d_Archaea;-_TACK group;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrososphaera
